year,city,month,overnight_stays,bezirk,nr
2011,Pettneu am Arlberg,4,5397,LA,70616
2011,Pettneu am Arlberg,5,187,LA,70616
2011,Pettneu am Arlberg,6,4950,LA,70616
2011,Pettneu am Arlberg,7,15583,LA,70616
2011,Pettneu am Arlberg,8,19790,LA,70616
2011,Pettneu am Arlberg,9,6931,LA,70616
2011,Pettneu am Arlberg,10,1898,LA,70616
2011,Pettneu am Arlberg,11,343,LA,70616
2011,Pettneu am Arlberg,12,19575,LA,70616
2011,Pfunds,1,35533,LA,70617
2011,Pfunds,2,36085,LA,70617
2011,Pfunds,3,33871,LA,70617
2011,Pfunds,4,11180,LA,70617
2011,Pfunds,5,4150,LA,70617
2011,Pfunds,6,16625,LA,70617
2011,Pfunds,7,24496,LA,70617
2011,Pfunds,8,25816,LA,70617
2011,Pfunds,9,15513,LA,70617
2011,Pfunds,10,4298,LA,70617
2011,Pfunds,11,342,LA,70617
2011,Pfunds,12,15153,LA,70617
2011,Pians,1,1796,LA,70618
2011,Pians,2,1944,LA,70618
2011,Pians,3,1419,LA,70618
2011,Pians,4,247,LA,70618
2011,Pians,5,3,LA,70618
2011,Pians,6,360,LA,70618
2011,Pians,7,523,LA,70618
2011,Pians,8,760,LA,70618
2011,Pians,9,130,LA,70618
2011,Pians,10,134,LA,70618
2011,Pians,11,71,LA,70618
2011,Pians,12,790,LA,70618
2011,Prutz,1,7022,LA,70619
2011,Prutz,2,7355,LA,70619
2011,Prutz,3,7431,LA,70619
2011,Prutz,4,1498,LA,70619
2011,Prutz,5,2255,LA,70619
2011,Prutz,6,7158,LA,70619
2011,Prutz,7,11764,LA,70619
2011,Prutz,8,12373,LA,70619
2011,Prutz,9,5362,LA,70619
2011,Prutz,10,1356,LA,70619
2011,Prutz,11,150,LA,70619
2011,Prutz,12,3277,LA,70619
2011,Ried im Oberinntal,1,31275,LA,70620
2011,Ried im Oberinntal,2,32090,LA,70620
2011,Ried im Oberinntal,3,29198,LA,70620
2011,Ried im Oberinntal,4,4581,LA,70620
2011,Ried im Oberinntal,5,2564,LA,70620
2011,Ried im Oberinntal,6,19490,LA,70620
2011,Ried im Oberinntal,7,32437,LA,70620
2011,Ried im Oberinntal,8,33242,LA,70620
2011,Ried im Oberinntal,9,16194,LA,70620
2011,Ried im Oberinntal,10,14349,LA,70620
2011,Ried im Oberinntal,11,248,LA,70620
2011,Ried im Oberinntal,12,13660,LA,70620
2011,St.Anton am Arlberg,1,252297,LA,70621
2011,St.Anton am Arlberg,2,249335,LA,70621
2011,St.Anton am Arlberg,3,234838,LA,70621
2011,St.Anton am Arlberg,4,68047,LA,70621
2011,St.Anton am Arlberg,5,853,LA,70621
2011,St.Anton am Arlberg,6,13277,LA,70621
2011,St.Anton am Arlberg,7,35806,LA,70621
2011,St.Anton am Arlberg,8,43951,LA,70621
2011,St.Anton am Arlberg,9,20350,LA,70621
2011,St.Anton am Arlberg,10,3726,LA,70621
2011,St.Anton am Arlberg,11,4976,LA,70621
2011,St.Anton am Arlberg,12,135860,LA,70621
2011,Schönwies,1,376,LA,70622
2011,Schönwies,2,342,LA,70622
2011,Schönwies,3,232,LA,70622
2011,Schönwies,4,174,LA,70622
2011,Schönwies,5,189,LA,70622
2011,Schönwies,6,327,LA,70622
2011,Schönwies,7,238,LA,70622
2011,Schönwies,8,424,LA,70622
2011,Schönwies,9,64,LA,70622
2011,Schönwies,10,78,LA,70622
2011,Schönwies,11,54,LA,70622
2011,Schönwies,12,121,LA,70622
2011,See,1,30735,LA,70623
2011,See,2,30872,LA,70623
2011,See,3,28678,LA,70623
2011,See,4,6955,LA,70623
2011,See,5,437,LA,70623
2011,See,6,5705,LA,70623
2011,See,7,13524,LA,70623
2011,See,8,18218,LA,70623
2011,See,9,8809,LA,70623
2011,See,10,1218,LA,70623
2011,See,11,736,LA,70623
2011,See,12,14035,LA,70623
2011,Serfaus,1,178974,LA,70624
2011,Serfaus,2,180740,LA,70624
2011,Serfaus,3,172898,LA,70624
2011,Serfaus,4,39050,LA,70624
2011,Serfaus,5,439,LA,70624
2011,Serfaus,6,39570,LA,70624
2011,Serfaus,7,106978,LA,70624
2011,Serfaus,8,127212,LA,70624
2011,Serfaus,9,55159,LA,70624
2011,Serfaus,10,36811,LA,70624
2011,Serfaus,11,1284,LA,70624
2011,Serfaus,12,99261,LA,70624
2011,Spiss,1,4371,LA,70625
2011,Spiss,2,4109,LA,70625
2011,Spiss,3,4594,LA,70625
2011,Spiss,4,2388,LA,70625
2011,Spiss,5,8,LA,70625
2011,Spiss,6,708,LA,70625
2011,Spiss,7,2060,LA,70625
2011,Spiss,8,2231,LA,70625
2011,Spiss,9,866,LA,70625
2011,Spiss,10,461,LA,70625
2011,Spiss,11,2,LA,70625
2011,Spiss,12,1988,LA,70625
2011,Stanz bei Landeck,1,58,LA,70626
2011,Stanz bei Landeck,2,8,LA,70626
2011,Stanz bei Landeck,3,16,LA,70626
2011,Stanz bei Landeck,4,84,LA,70626
2011,Stanz bei Landeck,5,0,LA,70626
2011,Stanz bei Landeck,6,0,LA,70626
2011,Stanz bei Landeck,7,0,LA,70626
2011,Stanz bei Landeck,8,48,LA,70626
2011,Stanz bei Landeck,9,41,LA,70626
2011,Stanz bei Landeck,10,0,LA,70626
2011,Stanz bei Landeck,11,0,LA,70626
2011,Stanz bei Landeck,12,26,LA,70626
2011,Strengen,1,1665,LA,70627
2011,Strengen,2,1884,LA,70627
2011,Strengen,3,2295,LA,70627
2011,Strengen,4,108,LA,70627
2011,Strengen,5,19,LA,70627
2011,Strengen,6,184,LA,70627
2011,Strengen,7,478,LA,70627
2011,Strengen,8,391,LA,70627
2011,Strengen,9,752,LA,70627
2011,Strengen,10,136,LA,70627
2011,Strengen,11,30,LA,70627
2011,Strengen,12,1240,LA,70627
2011,Tobadill,1,2288,LA,70628
2011,Tobadill,2,2765,LA,70628
2011,Tobadill,3,2306,LA,70628
2011,Tobadill,4,454,LA,70628
2011,Tobadill,5,386,LA,70628
2011,Tobadill,6,1002,LA,70628
2011,Tobadill,7,2268,LA,70628
2011,Tobadill,8,2405,LA,70628
2011,Tobadill,9,578,LA,70628
2011,Tobadill,10,175,LA,70628
2011,Tobadill,11,62,LA,70628
2011,Tobadill,12,1734,LA,70628
2011,Tösens,1,2598,LA,70629
2011,Tösens,2,2652,LA,70629
2011,Tösens,3,2562,LA,70629
2011,Tösens,4,311,LA,70629
2011,Tösens,5,481,LA,70629
2011,Tösens,6,1147,LA,70629
2011,Tösens,7,2263,LA,70629
2011,Tösens,8,1786,LA,70629
2011,Tösens,9,773,LA,70629
2011,Tösens,10,147,LA,70629
2011,Tösens,11,49,LA,70629
2011,Tösens,12,1626,LA,70629
2011,Zams,1,9076,LA,70630
2011,Zams,2,8069,LA,70630
2011,Zams,3,8528,LA,70630
2011,Zams,4,973,LA,70630
2011,Zams,5,2311,LA,70630
2011,Zams,6,5837,LA,70630
2011,Zams,7,10867,LA,70630
2011,Zams,8,14633,LA,70630
2011,Zams,9,8516,LA,70630
2011,Zams,10,1529,LA,70630
2011,Zams,11,605,LA,70630
2011,Zams,12,4245,LA,70630
2011,Abfaltersbach,1,197,LZ,70701
2011,Abfaltersbach,2,307,LZ,70701
2011,Abfaltersbach,3,186,LZ,70701
2011,Abfaltersbach,4,94,LZ,70701
2011,Abfaltersbach,5,43,LZ,70701
2011,Abfaltersbach,6,237,LZ,70701
2011,Abfaltersbach,7,370,LZ,70701
2011,Abfaltersbach,8,800,LZ,70701
2011,Abfaltersbach,9,209,LZ,70701
2011,Abfaltersbach,10,39,LZ,70701
2011,Abfaltersbach,11,225,LZ,70701
2011,Abfaltersbach,12,226,LZ,70701
2011,Ainet,1,521,LZ,70702
2011,Ainet,2,796,LZ,70702
2011,Ainet,3,297,LZ,70702
2011,Ainet,4,76,LZ,70702
2011,Ainet,5,150,LZ,70702
2011,Ainet,6,430,LZ,70702
2011,Ainet,7,688,LZ,70702
2011,Ainet,8,1131,LZ,70702
2011,Ainet,9,388,LZ,70702
2011,Ainet,10,85,LZ,70702
2011,Ainet,11,44,LZ,70702
2011,Ainet,12,365,LZ,70702
2011,Amlach,1,2927,LZ,70703
2011,Amlach,2,2871,LZ,70703
2011,Amlach,3,1935,LZ,70703
2011,Amlach,4,460,LZ,70703
2011,Amlach,5,2545,LZ,70703
2011,Amlach,6,5596,LZ,70703
2011,Amlach,7,9877,LZ,70703
2011,Amlach,8,12032,LZ,70703
2011,Amlach,9,5423,LZ,70703
2011,Amlach,10,1513,LZ,70703
2011,Amlach,11,54,LZ,70703
2011,Amlach,12,1243,LZ,70703
2011,Anras,1,856,LZ,70704
2011,Anras,2,849,LZ,70704
2011,Anras,3,778,LZ,70704
2011,Anras,4,39,LZ,70704
2011,Anras,5,289,LZ,70704
2011,Anras,6,815,LZ,70704
2011,Anras,7,1740,LZ,70704
2011,Anras,8,2626,LZ,70704
2011,Anras,9,1029,LZ,70704
2011,Anras,10,360,LZ,70704
2011,Anras,11,0,LZ,70704
2011,Anras,12,730,LZ,70704
2011,Assling,1,619,LZ,70705
2011,Assling,2,776,LZ,70705
2011,Assling,3,505,LZ,70705
2011,Assling,4,266,LZ,70705
2011,Assling,5,315,LZ,70705
2011,Assling,6,1200,LZ,70705
2011,Assling,7,3442,LZ,70705
2011,Assling,8,4218,LZ,70705
2011,Assling,9,1668,LZ,70705
2011,Assling,10,371,LZ,70705
2011,Assling,11,125,LZ,70705
2011,Assling,12,660,LZ,70705
2011,Außervillgraten,1,1822,LZ,70706
2011,Außervillgraten,2,2454,LZ,70706
2011,Außervillgraten,3,1924,LZ,70706
2011,Außervillgraten,4,818,LZ,70706
2011,Außervillgraten,5,102,LZ,70706
2011,Außervillgraten,6,1084,LZ,70706
2011,Außervillgraten,7,2671,LZ,70706
2011,Außervillgraten,8,4545,LZ,70706
2011,Außervillgraten,9,1164,LZ,70706
2011,Außervillgraten,10,386,LZ,70706
2011,Außervillgraten,11,47,LZ,70706
2011,Außervillgraten,12,1580,LZ,70706
2011,Dölsach,1,191,LZ,70707
2011,Dölsach,2,288,LZ,70707
2011,Dölsach,3,192,LZ,70707
2011,Dölsach,4,242,LZ,70707
2011,Dölsach,5,357,LZ,70707
2011,Dölsach,6,713,LZ,70707
2011,Dölsach,7,1837,LZ,70707
2011,Dölsach,8,2021,LZ,70707
2011,Dölsach,9,887,LZ,70707
2011,Dölsach,10,252,LZ,70707
2011,Dölsach,11,161,LZ,70707
2011,Dölsach,12,280,LZ,70707
2011,Gaimberg,1,4278,LZ,70708
2011,Gaimberg,2,5304,LZ,70708
2011,Gaimberg,3,4406,LZ,70708
2011,Gaimberg,4,280,LZ,70708
2011,Gaimberg,5,964,LZ,70708
2011,Gaimberg,6,3104,LZ,70708
2011,Gaimberg,7,4955,LZ,70708
2011,Gaimberg,8,5692,LZ,70708
2011,Gaimberg,9,3430,LZ,70708
2011,Gaimberg,10,1227,LZ,70708
2011,Gaimberg,11,37,LZ,70708
2011,Gaimberg,12,2079,LZ,70708
2011,Hopfgarten/Defereggen,1,3781,LZ,70709
2011,Hopfgarten/Defereggen,2,2900,LZ,70709
2011,Hopfgarten/Defereggen,3,3720,LZ,70709
2011,Hopfgarten/Defereggen,4,1992,LZ,70709
2011,Hopfgarten/Defereggen,5,292,LZ,70709
2011,Hopfgarten/Defereggen,6,2508,LZ,70709
2011,Hopfgarten/Defereggen,7,5023,LZ,70709
2011,Hopfgarten/Defereggen,8,4996,LZ,70709
2011,Hopfgarten/Defereggen,9,3459,LZ,70709
2011,Hopfgarten/Defereggen,10,2551,LZ,70709
2011,Hopfgarten/Defereggen,11,34,LZ,70709
2011,Hopfgarten/Defereggen,12,2213,LZ,70709
2011,Innervillgraten,1,3959,LZ,70710
2011,Innervillgraten,2,4589,LZ,70710
2011,Innervillgraten,3,4818,LZ,70710
2011,Innervillgraten,4,706,LZ,70710
2011,Innervillgraten,5,672,LZ,70710
2011,Innervillgraten,6,2994,LZ,70710
2011,Innervillgraten,7,10204,LZ,70710
2011,Innervillgraten,8,12752,LZ,70710
2011,Innervillgraten,9,4659,LZ,70710
2011,Innervillgraten,10,886,LZ,70710
2011,Innervillgraten,11,109,LZ,70710
2011,Innervillgraten,12,2713,LZ,70710
2011,Iselsberg-Stronach,1,2022,LZ,70711
2011,Iselsberg-Stronach,2,2404,LZ,70711
2011,Iselsberg-Stronach,3,1998,LZ,70711
2011,Iselsberg-Stronach,4,1452,LZ,70711
2011,Iselsberg-Stronach,5,1666,LZ,70711
2011,Iselsberg-Stronach,6,3274,LZ,70711
2011,Iselsberg-Stronach,7,4331,LZ,70711
2011,Iselsberg-Stronach,8,4971,LZ,70711
2011,Iselsberg-Stronach,9,3087,LZ,70711
2011,Iselsberg-Stronach,10,1914,LZ,70711
2011,Iselsberg-Stronach,11,678,LZ,70711
2011,Iselsberg-Stronach,12,1188,LZ,70711
2011,Kals am Großglockner,1,20771,LZ,70712
2011,Kals am Großglockner,2,26825,LZ,70712
2011,Kals am Großglockner,3,22011,LZ,70712
2011,Kals am Großglockner,4,4776,LZ,70712
2011,Kals am Großglockner,5,923,LZ,70712
2011,Kals am Großglockner,6,8443,LZ,70712
2011,Kals am Großglockner,7,22346,LZ,70712
2011,Kals am Großglockner,8,29408,LZ,70712
2011,Kals am Großglockner,9,14639,LZ,70712
2011,Kals am Großglockner,10,2003,LZ,70712
2011,Kals am Großglockner,11,573,LZ,70712
2011,Kals am Großglockner,12,10746,LZ,70712
2011,Kartitsch,1,7373,LZ,70713
2011,Kartitsch,2,8083,LZ,70713
2011,Kartitsch,3,5070,LZ,70713
2011,Kartitsch,4,739,LZ,70713
2011,Kartitsch,5,615,LZ,70713
2011,Kartitsch,6,3887,LZ,70713
2011,Kartitsch,7,10934,LZ,70713
2011,Kartitsch,8,17567,LZ,70713
2011,Kartitsch,9,6122,LZ,70713
2011,Kartitsch,10,498,LZ,70713
2011,Kartitsch,11,104,LZ,70713
2011,Kartitsch,12,4710,LZ,70713
2011,Lavant,1,3440,LZ,70714
2011,Lavant,2,3449,LZ,70714
2011,Lavant,3,637,LZ,70714
2011,Lavant,4,2653,LZ,70714
2011,Lavant,5,3440,LZ,70714
2011,Lavant,6,4423,LZ,70714
2011,Lavant,7,4762,LZ,70714
2011,Lavant,8,5236,LZ,70714
2011,Lavant,9,4540,LZ,70714
2011,Lavant,10,3091,LZ,70714
2011,Lavant,11,27,LZ,70714
2011,Lavant,12,1212,LZ,70714
2011,Leisach,1,1729,LZ,70715
2011,Leisach,2,1952,LZ,70715
2011,Leisach,3,1765,LZ,70715
2011,Leisach,4,42,LZ,70715
2011,Leisach,5,673,LZ,70715
2011,Leisach,6,1586,LZ,70715
2011,Leisach,7,2577,LZ,70715
2011,Leisach,8,3161,LZ,70715
2011,Leisach,9,1026,LZ,70715
2011,Leisach,10,404,LZ,70715
2011,Leisach,11,136,LZ,70715
2011,Leisach,12,1290,LZ,70715
2011,Lienz,1,15342,LZ,70716
2011,Lienz,2,17545,LZ,70716
2011,Lienz,3,11076,LZ,70716
2011,Lienz,4,5863,LZ,70716
2011,Lienz,5,9518,LZ,70716
2011,Lienz,6,18566,LZ,70716
2011,Lienz,7,30302,LZ,70716
2011,Lienz,8,35149,LZ,70716
2011,Lienz,9,19358,LZ,70716
2011,Lienz,10,8342,LZ,70716
2011,Lienz,11,4011,LZ,70716
2011,Lienz,12,9657,LZ,70716
2011,Matrei in Osttirol,1,34821,LZ,70717
2011,Matrei in Osttirol,2,39531,LZ,70717
2011,Matrei in Osttirol,3,31988,LZ,70717
2011,Matrei in Osttirol,4,7385,LZ,70717
2011,Matrei in Osttirol,5,3548,LZ,70717
2011,Matrei in Osttirol,6,13988,LZ,70717
2011,Matrei in Osttirol,7,32328,LZ,70717
2011,Matrei in Osttirol,8,37014,LZ,70717
2011,Matrei in Osttirol,9,18399,LZ,70717
2011,Matrei in Osttirol,10,6194,LZ,70717
2011,Matrei in Osttirol,11,840,LZ,70717
2011,Matrei in Osttirol,12,13956,LZ,70717
2011,Nikolsdorf,1,419,LZ,70718
2011,Nikolsdorf,2,411,LZ,70718
2011,Nikolsdorf,3,262,LZ,70718
2011,Nikolsdorf,4,878,LZ,70718
2011,Nikolsdorf,5,686,LZ,70718
2011,Nikolsdorf,6,769,LZ,70718
2011,Nikolsdorf,7,1454,LZ,70718
2011,Nikolsdorf,8,1606,LZ,70718
2011,Nikolsdorf,9,706,LZ,70718
2011,Nikolsdorf,10,228,LZ,70718
2011,Nikolsdorf,11,26,LZ,70718
2011,Nikolsdorf,12,334,LZ,70718
2011,Nußdorf-Debant,1,1375,LZ,70719
2011,Nußdorf-Debant,2,1468,LZ,70719
2011,Nußdorf-Debant,3,1625,LZ,70719
2011,Nußdorf-Debant,4,143,LZ,70719
2011,Nußdorf-Debant,5,222,LZ,70719
2011,Nußdorf-Debant,6,717,LZ,70719
2011,Nußdorf-Debant,7,2465,LZ,70719
2011,Nußdorf-Debant,8,3716,LZ,70719
2011,Nußdorf-Debant,9,1296,LZ,70719
2011,Nußdorf-Debant,10,630,LZ,70719
2011,Nußdorf-Debant,11,277,LZ,70719
2011,Nußdorf-Debant,12,723,LZ,70719
2011,Oberlienz,1,254,LZ,70720
2011,Oberlienz,2,341,LZ,70720
2011,Oberlienz,3,220,LZ,70720
2011,Oberlienz,4,123,LZ,70720
2011,Oberlienz,5,223,LZ,70720
2011,Oberlienz,6,369,LZ,70720
2011,Oberlienz,7,1069,LZ,70720
2011,Oberlienz,8,1365,LZ,70720
2011,Oberlienz,9,585,LZ,70720
2011,Oberlienz,10,101,LZ,70720
2011,Oberlienz,11,34,LZ,70720
2011,Oberlienz,12,151,LZ,70720
2011,Obertilliach,1,14732,LZ,70721
2011,Obertilliach,2,15505,LZ,70721
2011,Obertilliach,3,10411,LZ,70721
2011,Obertilliach,4,2021,LZ,70721
2011,Obertilliach,5,587,LZ,70721
2011,Obertilliach,6,2708,LZ,70721
2011,Obertilliach,7,8688,LZ,70721
2011,Obertilliach,8,18099,LZ,70721
2011,Obertilliach,9,6423,LZ,70721
2011,Obertilliach,10,2293,LZ,70721
2011,Obertilliach,11,4435,LZ,70721
2011,Obertilliach,12,15410,LZ,70721
2011,Prägraten,1,6136,LZ,70723
2011,Prägraten,2,5393,LZ,70723
2011,Prägraten,3,5046,LZ,70723
2011,Prägraten,4,2826,LZ,70723
2011,Prägraten,5,1119,LZ,70723
2011,Prägraten,6,6612,LZ,70723
2011,Prägraten,7,21640,LZ,70723
2011,Prägraten,8,25644,LZ,70723
2011,Prägraten,9,10111,LZ,70723
2011,Prägraten,10,2375,LZ,70723
2011,Prägraten,11,142,LZ,70723
2011,Prägraten,12,3779,LZ,70723
2011,St.Jakob/Defereggen,1,33902,LZ,70724
2011,St.Jakob/Defereggen,2,39390,LZ,70724
2011,St.Jakob/Defereggen,3,36764,LZ,70724
2011,St.Jakob/Defereggen,4,14318,LZ,70724
2011,St.Jakob/Defereggen,5,1775,LZ,70724
2011,St.Jakob/Defereggen,6,14477,LZ,70724
2011,St.Jakob/Defereggen,7,29447,LZ,70724
2011,St.Jakob/Defereggen,8,39082,LZ,70724
2011,St.Jakob/Defereggen,9,15779,LZ,70724
2011,St.Jakob/Defereggen,10,1753,LZ,70724
2011,St.Jakob/Defereggen,11,293,LZ,70724
2011,St.Jakob/Defereggen,12,16359,LZ,70724
2011,St.Johann im Walde,1,10,LZ,70725
2011,St.Johann im Walde,2,40,LZ,70725
2011,St.Johann im Walde,3,0,LZ,70725
2011,St.Johann im Walde,4,0,LZ,70725
2011,St.Johann im Walde,5,0,LZ,70725
2011,St.Johann im Walde,6,0,LZ,70725
2011,St.Johann im Walde,7,50,LZ,70725
2011,St.Johann im Walde,8,142,LZ,70725
2011,St.Johann im Walde,9,0,LZ,70725
2011,St.Johann im Walde,10,0,LZ,70725
2011,St.Johann im Walde,11,0,LZ,70725
2011,St.Johann im Walde,12,0,LZ,70725
2011,St.Veit in Defereggen,1,5813,LZ,70726
2011,St.Veit in Defereggen,2,6443,LZ,70726
2011,St.Veit in Defereggen,3,6552,LZ,70726
2011,St.Veit in Defereggen,4,1472,LZ,70726
2011,St.Veit in Defereggen,5,174,LZ,70726
2011,St.Veit in Defereggen,6,4061,LZ,70726
2011,St.Veit in Defereggen,7,5802,LZ,70726
2011,St.Veit in Defereggen,8,7712,LZ,70726
2011,St.Veit in Defereggen,9,4237,LZ,70726
2011,St.Veit in Defereggen,10,804,LZ,70726
2011,St.Veit in Defereggen,11,24,LZ,70726
2011,St.Veit in Defereggen,12,3108,LZ,70726
2011,Schlaiten,1,287,LZ,70727
2011,Schlaiten,2,500,LZ,70727
2011,Schlaiten,3,226,LZ,70727
2011,Schlaiten,4,144,LZ,70727
2011,Schlaiten,5,208,LZ,70727
2011,Schlaiten,6,464,LZ,70727
2011,Schlaiten,7,1122,LZ,70727
2011,Schlaiten,8,1414,LZ,70727
2011,Schlaiten,9,749,LZ,70727
2011,Schlaiten,10,89,LZ,70727
2011,Schlaiten,11,28,LZ,70727
2011,Schlaiten,12,272,LZ,70727
2011,Sillian,1,23025,LZ,70728
2011,Sillian,2,22939,LZ,70728
2011,Sillian,3,19268,LZ,70728
2011,Sillian,4,5370,LZ,70728
2011,Sillian,5,1999,LZ,70728
2011,Sillian,6,12650,LZ,70728
2011,Sillian,7,21950,LZ,70728
2011,Sillian,8,30728,LZ,70728
2011,Sillian,9,13886,LZ,70728
2011,Sillian,10,5395,LZ,70728
2011,Sillian,11,3196,LZ,70728
2011,Sillian,12,10590,LZ,70728
2011,Strassen,1,2139,LZ,70729
2011,Strassen,2,1387,LZ,70729
2011,Strassen,3,1176,LZ,70729
2011,Strassen,4,439,LZ,70729
2011,Strassen,5,860,LZ,70729
2011,Strassen,6,2187,LZ,70729
2011,Strassen,7,3983,LZ,70729
2011,Strassen,8,6995,LZ,70729
2011,Strassen,9,2147,LZ,70729
2011,Strassen,10,542,LZ,70729
2011,Strassen,11,96,LZ,70729
2011,Strassen,12,1591,LZ,70729
2011,Thurn,1,5968,LZ,70731
2011,Thurn,2,6386,LZ,70731
2011,Thurn,3,4515,LZ,70731
2011,Thurn,4,48,LZ,70731
2011,Thurn,5,130,LZ,70731
2011,Thurn,6,974,LZ,70731
2011,Thurn,7,5431,LZ,70731
2011,Thurn,8,6647,LZ,70731
2011,Thurn,9,1283,LZ,70731
2011,Thurn,10,173,LZ,70731
2011,Thurn,11,15,LZ,70731
2011,Thurn,12,2266,LZ,70731
2011,Tristach,1,3026,LZ,70732
2011,Tristach,2,2406,LZ,70732
2011,Tristach,3,1272,LZ,70732
2011,Tristach,4,77,LZ,70732
2011,Tristach,5,852,LZ,70732
2011,Tristach,6,3835,LZ,70732
2011,Tristach,7,9070,LZ,70732
2011,Tristach,8,10567,LZ,70732
2011,Tristach,9,3710,LZ,70732
2011,Tristach,10,888,LZ,70732
2011,Tristach,11,6,LZ,70732
2011,Tristach,12,923,LZ,70732
2011,Untertilliach,1,400,LZ,70733
2011,Untertilliach,2,398,LZ,70733
2011,Untertilliach,3,226,LZ,70733
2011,Untertilliach,4,38,LZ,70733
2011,Untertilliach,5,62,LZ,70733
2011,Untertilliach,6,90,LZ,70733
2011,Untertilliach,7,564,LZ,70733
2011,Untertilliach,8,1142,LZ,70733
2011,Untertilliach,9,334,LZ,70733
2011,Untertilliach,10,125,LZ,70733
2011,Untertilliach,11,22,LZ,70733
2011,Untertilliach,12,400,LZ,70733
2011,Virgen,1,5044,LZ,70734
2011,Virgen,2,6042,LZ,70734
2011,Virgen,3,4549,LZ,70734
2011,Virgen,4,423,LZ,70734
2011,Virgen,5,799,LZ,70734
2011,Virgen,6,5691,LZ,70734
2011,Virgen,7,16149,LZ,70734
2011,Virgen,8,20954,LZ,70734
2011,Virgen,9,7826,LZ,70734
2011,Virgen,10,1139,LZ,70734
2011,Virgen,11,141,LZ,70734
2011,Virgen,12,3721,LZ,70734
2011,Heinfels,1,5808,LZ,70735
2011,Heinfels,2,6849,LZ,70735
2011,Heinfels,3,3720,LZ,70735
2011,Heinfels,4,897,LZ,70735
2011,Heinfels,5,285,LZ,70735
2011,Heinfels,6,1588,LZ,70735
2011,Heinfels,7,7556,LZ,70735
2011,Heinfels,8,9426,LZ,70735
2011,Heinfels,9,2161,LZ,70735
2011,Heinfels,10,617,LZ,70735
2011,Heinfels,11,168,LZ,70735
2011,Heinfels,12,2374,LZ,70735
2011,Bach,1,11246,RE,70801
2011,Bach,2,10767,RE,70801
2011,Bach,3,12489,RE,70801
2011,Bach,4,3954,RE,70801
2011,Bach,5,1247,RE,70801
2011,Bach,6,9228,RE,70801
2011,Bach,7,17197,RE,70801
2011,Bach,8,17844,RE,70801
2011,Bach,9,5337,RE,70801
2011,Bach,10,3566,RE,70801
2011,Bach,11,927,RE,70801
2011,Bach,12,5695,RE,70801
2011,Berwang,1,40824,RE,70802
2011,Berwang,2,43099,RE,70802
2011,Berwang,3,35915,RE,70802
2011,Berwang,4,2607,RE,70802
2011,Berwang,5,6856,RE,70802
2011,Berwang,6,16913,RE,70802
2011,Berwang,7,22686,RE,70802
2011,Berwang,8,28424,RE,70802
2011,Berwang,9,17007,RE,70802
2011,Berwang,10,13107,RE,70802
2011,Berwang,11,2731,RE,70802
2011,Berwang,12,18587,RE,70802
2011,Biberwier,1,15336,RE,70803
2011,Biberwier,2,16178,RE,70803
2011,Biberwier,3,12438,RE,70803
2011,Biberwier,4,1616,RE,70803
2011,Biberwier,5,2356,RE,70803
2011,Biberwier,6,8687,RE,70803
2011,Biberwier,7,11282,RE,70803
2011,Biberwier,8,12823,RE,70803
2011,Biberwier,9,7529,RE,70803
2011,Biberwier,10,3296,RE,70803
2011,Biberwier,11,292,RE,70803
2011,Biberwier,12,9779,RE,70803
2011,Bichlbach,1,9285,RE,70804
2011,Bichlbach,2,10786,RE,70804
2011,Bichlbach,3,7683,RE,70804
2011,Bichlbach,4,1408,RE,70804
2011,Bichlbach,5,833,RE,70804
2011,Bichlbach,6,4238,RE,70804
2011,Bichlbach,7,8278,RE,70804
2011,Bichlbach,8,9908,RE,70804
2011,Bichlbach,9,4423,RE,70804
2011,Bichlbach,10,1581,RE,70804
2011,Bichlbach,11,660,RE,70804
2011,Bichlbach,12,5022,RE,70804
2011,Breitenwang,1,2608,RE,70805
2011,Breitenwang,2,2170,RE,70805
2011,Breitenwang,3,2074,RE,70805
2011,Breitenwang,4,2169,RE,70805
2011,Breitenwang,5,2370,RE,70805
2011,Breitenwang,6,4045,RE,70805
2011,Breitenwang,7,6691,RE,70805
2011,Breitenwang,8,9327,RE,70805
2011,Breitenwang,9,4383,RE,70805
2011,Breitenwang,10,1900,RE,70805
2011,Breitenwang,11,1335,RE,70805
2011,Breitenwang,12,2196,RE,70805
2011,Ehenbichl,1,1186,RE,70806
2011,Ehenbichl,2,1571,RE,70806
2011,Ehenbichl,3,1535,RE,70806
2011,Ehenbichl,4,697,RE,70806
2011,Ehenbichl,5,1415,RE,70806
2011,Ehenbichl,6,1889,RE,70806
2011,Ehenbichl,7,2800,RE,70806
2011,Ehenbichl,8,2951,RE,70806
2011,Ehenbichl,9,2166,RE,70806
2011,Ehenbichl,10,1570,RE,70806
2011,Ehenbichl,11,240,RE,70806
2011,Ehenbichl,12,1183,RE,70806
2011,Ehrwald,1,61142,RE,70807
2011,Ehrwald,2,62465,RE,70807
2011,Ehrwald,3,50781,RE,70807
2011,Ehrwald,4,4159,RE,70807
2011,Ehrwald,5,4348,RE,70807
2011,Ehrwald,6,26716,RE,70807
2011,Ehrwald,7,43876,RE,70807
2011,Ehrwald,8,51435,RE,70807
2011,Ehrwald,9,27773,RE,70807
2011,Ehrwald,10,12734,RE,70807
2011,Ehrwald,11,553,RE,70807
