bezirk;city;01.01.2000;01.02.2000;01.03.2000;01.04.2000;01.05.2000;01.06.2000;01.07.2000;01.08.2000;01.09.2000;01.10.2000;01.11.2000;01.12.2000;01.01.2001;01.02.2001;01.03.2001;01.04.2001;01.05.2001;01.06.2001;01.07.2001;01.08.2001;01.09.2001;01.10.2001;01.11.2001;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018
IL;Ranggen;102;208;286;296;298;318;318;440;472;492;498;548;577;693;719;729;737;753;816;947;1025;1043;1051;1172;1228;1390;1390;1417;1425;1425;1672;2015;2067;2083;2083;2139;2212;2310;2384;2384;2398;2398;2558;2712;2726;2726;2726;2748;2764;2859;2912;2960;3010;3136;3231;3438;3480;3480;3480;3540;3618;3729;3812;3839;3873;3877;4093;4220;4257;4360;4478;4573;4692;4834;4960;5076;5254;5446;5707;6065;6269;6462;6604;6726;6800;6976;7064;7148;7279;7455;7628;7978;8218;8390;8577;8678;8819;9061;9126;9151;9257;9390;9566;9869;9972;10024;10050;10175;10209;10421;10468;10562;10663;10840;11041;11263;11277;11277;11277;11322;11341;11414;11454;11530;11644;11734;11862;12061;12147;12307;12385;12419;12439;12495;12495;12573;12587;12632;12706;12821;12825;12859;12859;12916;12955;13013;13039;13041;13075;13137;13234;13364;13384;13384;13384;13450;13486;13494;13494;13494;13546;13554;13673;13733;13767;13783;13783;13808;13828;13828;13863;13902;13922;13942;13983;14050;14062;14072;14072;14072;14072;14072;14072;14072;14076;14122;14160;14202;14242;14266;14266;14266;14266;14266;14266;14266;14266;14290;14314;14361;14397;14407;14407;14407;14407;14407;14407;14407;14407;14453;14499;14533;14570;14582;14582;14582;14582;14642;14642;14642;14753;14889;15026;15149;15201;15209;15209;15224
IL;Reith bei Seefeld;25170;49478;68003;71855;77487;93806;114925;139186;156667;168014;172080;187771;212499;236266;252747;258270;263738;277256;292987;313948;329570;343175;348432;362219;382126;406553;421316;423708;430903;439570;454476;474804;487299;497054;500826;513095;530519;547714;560334;564030;568357;577709;589651;608680;618654;624225;630103;642627;660415;682202;693493;699423;705136;713687;726237;745676;755634;762929;768362;781719;803279;823091;838524;843716;850704;859697;876269;897542;907517;917619;922960;935547;954487;974638;989279;993962;999566;1008305;1021692;1038766;1049678;1058830;1064281;1076099;1092807;1111602;1121861;1128212;1131879;1140783;1155822;1172604;1181664;1190744;1196981;1208946;1226033;1247813;1262912;1269718;1279751;1288616;1302328;1321169;1332303;1340850;1346694;1361678;1379536;1399759;1410588;1415626;1421504;1432431;1449806;1472422;1485848;1498282;1506800;1519772;1538655;1562080;1576340;1580217;1588681;1599721;1617549;1640211;1654241;1661797;1665055;1673331;1685687;1698182;1707033;1709860;1712393;1720737;1732108;1745838;1754410;1760755;1764470;1773333;1786142;1800293;1807593;1809078;1812300;1819972;1829100;1841678;1850345;1856116;1860192;1870142;1881783;1895760;1903863;1904188;1907210;1912956;1921793;1935331;1946345;1950872;1953953;1963160;1974362;1987193;1996985;2000480;2007535;2018671;2035318;2052625;2063564;2068879;2072166;2081326;2092407;2107986;2114385;2118830;2130169;2145152;2161592;2181939;2194478;2204507;2214150;2227404;2247933;2271857;2290867;2298186;2311788;2325932;2344284;2363861;2375600;2383028;2390427;2400462;2400462;2400462;2400462;2400462;2400462;2400462;2400462;2400462;2400462;2400462;2400462;2400462;2423784;2447917;2468812;2477037;2489239;2503184;2524564;2544603;2558138;2570755;2577177;2588989
IL;Reith im Alpbachtal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21328;45563;63666;73784;84971;99647;120676;142650;157430;168333;174871;189073;189073;189073;189073;189073;189073;189073;189073;189073;189073;189073;189073;189073
IL;Rinn;2315;4536;7148;8848;10759;14565;19555;25962;30006;32065;33104;36471;39251;42090;44147;46127;49016;52247;58017;64542;69423;71562;72857;75821;78344;82550;85412;86514;89943;94022;100050;106554;110179;112121;113217;116479;119212;122391;126078;128724;131907;135349;140982;148918;153637;156731;158043;161398;163887;168397;170635;172611;175140;179139;184441;192064;196041;198472;199828;202531;205866;209286;211401;212613;215151;217785;223108;229021;231496;233739;235012;237945;241066;244600;246774;249108;252118;255302;261251;267308;271031;273811;275968;279205;282865;287475;290462;292817;296019;299348;304838;310121;313484;316286;317839;320361;322960;326572;328568;329743;331321;335637;341092;346097;348014;349964;351142;353775;356044;358924;360347;361772;363137;364524;368467;373027;374771;376241;377228;379751;381892;385326;387359;388889;391214;393190;397809;402125;405145;406806;408248;410630;412618;414631;416664;417686;419040;420753;424569;428693;431028;432611;433477;435963;438719;441774;443615;444634;446172;448027;451692;456261;458397;459942;460831;462228;463425;465704;466781;467262;468121;469342;472433;475788;477218;477925;478202;479598;480907;482494;483846;483980;484338;484968;486875;489201;489876;490279;490532;491148;491916;493103;493781;494089;494464;495080;497417;499608;500385;501252;501570;501974;502311;502896;503594;503858;504522;505409;507538;510289;511265;511895;512123;512622;512917;513695;514079;514416;514985;516013;518212;520939;521632;522186;522587;523199;523498;524252;524802;525149;525849;526872;529478;532321;533957;534244;534428;534780
IL;Rum;1139;2281;3748;5536;8461;12107;15736;20009;22883;24379;25255;27048;28503;29876;31952;33984;36634;39780;43554;47619;50517;52629;53110;56294;57294;59254;61027;63083;65782;69019;74091;78527;82385;84751;86056;88251;90083;92518;94392;96265;98695;101648;104858;108956;112533;114913;116104;118089;120342;122582;125247;128061;131688;135780;140525;145890;150783;154509;157138;160448;163657;166943;169867;172901;177337;181155;186187;191532;195693;199467;202611;206084;208785;211826;214754;217573;222612;226872;231523;236795;241714;245496;248344;252166;255282;258069;261433;264701;268858;272767;277500;282859;287509;291557;294144;297580;300736;304127;307500;310427;314375;318674;322670;327383;331367;335223;337968;341926;345171;347726;350194;352570;355598;359192;363285;367463;371516;374265;376322;379570;383239;386554;389434;392109;395424;398996;403546;408895;413147;416250;418905;422117;424646;426888;430209;433067;437245;441048;445732;451335;456238;459643;462384;466007;469802;472883;475610;478747;482156;486576;491068;495854;500093;503852;507026;511126;514169;517424;520319;523435;527847;532046;536945;541622;546470;550229;553357;557435;560527;563224;565910;568628;572644;576865;581448;587465;592032;595774;598589;602328;606048;609422;612612;616224;621027;625892;631857;638681;643600;648308;651175;654863;657968;661959;666161;669276;674010;677711;682855;688699;693135;697084;700150;704945;708307;712245;715452;719076;723287;727755;733252;739659;744600;748578;751910;755816;759180;763294;766572;769830;774454;779271;785161;791619;796760;801142;804899;808653
IL;Scharnitz;4833;11342;14294;15144;16241;19608;27357;34977;42476;44434;44689;48316;53002;59751;62591;63466;64859;67544;75767;85633;91579;94474;94678;97996;102542;109020;111645;112317;113828;115909;123106;131370;137665;141182;141402;144683;148693;154634;157453;157647;158851;162504;168324;176591;182520;184518;184947;187888;191883;198410;200589;201173;202449;205069;210428;217945;223142;224396;224605;226974;231454;237728;240420;240735;242253;245095;251906;259479;264596;265982;266347;268784;272773;278923;281574;282323;283377;286593;292910;299943;306062;307594;307798;310376;314196;320046;321796;322595;323953;327925;335339;342938;347493;349437;349721;352965;357175;363308;365984;366460;368412;372365;379567;387997;393384;395484;395710;399072;403439;409351;411403;412156;413917;417876;425817;435367;441362;443001;443213;446499;451283;457450;459848;460726;462361;466203;474521;483642;489473;490576;490717;493599;498141;503603;506254;507016;508437;512988;519838;529190;535004;536845;537060;540074;545345;550971;552742;553675;555456;559797;567882;578025;584558;587129;587513;590944;596312;603294;606045;606900;609660;613599;621734;632641;638721;641456;641962;645477;649865;655514;658853;659709;661407;667259;674995;685546;691700;694842;695577;699508;704273;711451;714154;715767;719159;724189;733476;744649;750576;753474;754331;757382;761559;768248;771361;772233;775513;780563;790166;800748;807333;810111;810846;813724;818518;825108;828438;830270;833115;839187;849353;861820;868296;871622;872872;876196;881535;888608;891991;894102;898868;905921;917631;930507;939164;944254;945716;949961
IL;Schmirn;806;1047;1540;2092;2251;3298;5181;7633;8794;9085;9105;10163;10996;11882;12362;12587;12916;13840;16473;18973;20127;20511;20607;21654;22544;23471;23884;24269;25102;26423;29107;32385;33718;34459;34613;35918;36770;37808;38594;38789;39098;40077;41904;45155;46488;46930;46944;47816;48652;50524;51064;51341;51873;52718;54654;57736;58603;58866;58890;59724;60574;61902;62393;62731;63015;63931;66250;69504;70716;71045;71244;71991;72974;74453;75106;75492;75697;76476;78727;81235;82577;83074;83259;84200;84953;86473;86801;87071;87448;88795;90647;93206;94167;94600;94782;95740;96712;98348;99111;99214;99693;100449;102386;104984;106046;106298;106333;107340;108535;110222;110535;110729;110990;111953;113780;116136;117008;117379;117453;118185;118947;120791;121108;121432;121845;122525;124392;126898;127912;128257;128341;129029;129903;131130;131788;132054;132232;133148;135358;137535;138454;138787;138940;139717;140403;141743;142302;142530;143032;143614;145289;147849;148900;149324;149769;150423;151158;152773;153460;153685;154058;154442;156241;158738;159519;159769;159869;160669;161331;162342;163067;163253;163514;164147;165349;167463;168399;168565;168782;169471;170128;171179;171776;171964;172139;172588;174009;175640;176609;177251;177316;178010;178829;180060;180850;181041;181443;182119;183909;185897;186778;187300;187397;187927;188674;189769;190450;190957;191385;192231;193884;195826;196566;196938;197207;197996;198758;200249;201590;201975;202847;203867;205983;207878;208898;209532;209649;210867
IL;Seefeld in Tirol;186225;361585;476530;490232;509511;596770;728248;899526;1004957;1047118;1050558;1144912;1329699;1509115;1626982;1640283;1663151;1750495;1878545;2054025;2149716;2195638;2201000;2291523;2463148;2644311;2751005;2760023;2790761;2868455;2993744;3174118;3269216;3309660;3313902;3402231;3564976;3731349;3832014;3841540;3866913;3951441;4069445;4254165;4350690;4397091;4402093;4488609;4642502;4822707;4914649;4927807;4961063;5046979;5171414;5348575;5439886;5484451;5490571;5570526;5746888;5917475;6037119;6043109;6076798;6151740;6275307;6445794;6539038;6586615;6590928;6672543;6833396;6997196;7099303;7113463;7141831;7223257;7348019;7511291;7612313;7671454;7677271;7762553;7921596;8080037;8166955;8178242;8214258;8298870;8418474;8574902;8674739;8722852;8731060;8816743;8966908;9128478;9227345;9232110;9271477;9351629;9472504;9624187;9711244;9759257;9765364;9858533;10008330;10160549;10239436;10253773;10284184;10355686;10464365;10615096;10702745;10752027;10757899;10850134;10994908;11147868;11233956;11245759;11282075;11358509;11483740;11642977;11732988;11780948;11786322;11870860;12025074;12157396;12249746;12260632;12281646;12360760;12480322;12629575;12721878;12778038;12784385;12866402;13016730;13172945;13250989;13264649;13304926;13385204;13506737;13656953;13756876;13813685;13824805;13914997;14062461;14224295;14326651;14339429;14383497;14462155;14588975;14752038;14849964;14906125;14917842;15008462;15145962;15291778;15386602;15403762;15438167;15522199;15639273;15798720;15891396;15949702;15962691;16058180;16195647;16362866;16445347;16465389;16520818;16626879;16757507;16920918;17021191;17083453;17101407;17194621;17328908;17496681;17600418;17614977;17667175;17742547;17874918;18038881;18137999;18198390;18215252;18300068;18443166;18603218;18697874;18713304;18751592;18843402;18981166;19144899;19246605;19309526;19329165;19419381;19566430;19737240;19834012;19854522;19908279;19993485;20131611;20289963;20391734;20451916;20473366;20564936
IL;Sellrain;976;2178;3261;4102;4166;4661;5675;6874;7552;7684;7706;8740;10017;10978;11741;12663;12816;13209;14407;15819;16182;16358;16437;17194;17854;19006;20527;20940;21210;21548;22531;23562;23911;24051;24105;25040;25843;26877;27954;28740;28839;29275;29948;31577;32083;32178;32209;32924;33467;34733;35353;35972;36096;36436;37312;38446;38834;39055;39070;39627;40264;41640;43293;43619;43802;44070;45050;46509;46945;47048;47107;47604;48250;49538;50543;51033;51178;51738;52605;53814;54536;54755;54784;55337;55967;56971;57742;58382;58598;59162;60246;61591;62364;62668;62803;63420;64158;65468;66973;67118;67409;67995;68871;70380;71050;71214;71254;72191;72974;73826;74548;75063;75189;75654;76523;77893;78441;78730;78778;79836;80946;82439;83447;83910;84217;84733;85910;87633;88709;89045;89072;89960;90990;92396;94035;94348;94477;95177;96664;98332;99319;99920;100202;101252;102433;104156;105286;105967;106490;107184;108968;111167;112214;112836;113087;114545;115817;117981;120042;120495;121048;121781;123826;126184;126998;127291;127490;128767;129759;131498;133559;134176;134616;135526;137462;139776;140597;141082;141267;142722;143776;146149;147701;148407;148853;149296;151081;153031;153955;154322;154495;155690;156983;159129;160696;161144;161818;162375;164491;166557;167360;167909;168075;169088;170361;172288;173472;174450;174785;175737;177754;179734;180439;181162;181699;183117;184145;186303;187848;188429;189118;190040;192350;194614;195895;196804;197103;198541
IL;Sistrans;109;1244;1305;1624;1713;2229;4717;5103;5298;5478;6109;6709;6846;7287;7532;7613;7802;8104;10479;11457;11768;11932;12005;13178;13379;13577;13654;13801;13991;14175;14717;16445;16995;17009;17106;17524;17749;17825;18674;18715;18843;19088;19392;19802;20027;20211;20317;20660;21066;21445;22580;22753;22963;23173;23617;24017;24415;24769;25108;25584;25774;26140;26672;26993;27318;27630;28127;28467;28890;29071;29343;29490;30046;30603;30763;31047;31315;31697;32079;32497;32736;33074;33751;34109;34406;35116;35483;36091;36722;37384;38078;38571;39027;39707;40040;40256;40522;40715;40804;40960;41135;41411;41832;42422;42815;43102;43350;43756;43976;44314;44488;44643;44786;44944;45180;45471;45830;46013;46127;46277;47043;47307;47430;47555;47747;47924;48225;48482;48755;48896;49044;49166;49376;49473;49809;49956;50189;50264;50640;51012;51259;51456;51604;51819;52074;52258;52394;52919;53136;53531;53876;54141;54398;54633;54766;55069;55258;55492;55726;55906;56196;56515;56884;57227;57409;57524;57671;57900;58275;58519;58693;58807;58988;59095;59351;59796;60104;60306;60535;61041;61214;61471;61578;61712;62134;62401;62717;63328;63464;63585;63864;64088;64430;64709;64876;65137;65230;65330;65591;66070;66311;66556;66850;67027;67445;67649;67764;67943;68175;68344;68697;69031;69142;69382;69611;69836;69965;70459;70974;71412;71888;72505;73178;74031;74690;75156;75677;76292
IL;Telfs;30114;58668;79130;83235;95475;118135;146381;181714;205553;219841;221517;241495;272255;303918;327052;333923;348251;369410;397956;430566;450589;466608;468651;488415;520406;555346;579610;585622;597290;613584;641642;677468;698962;716509;719641;737674;768951;799654;820874;829749;844637;860862;885235;919594;937663;952916;959079;976220;1002972;1033442;1052793;1060754;1075717;1095252;1120770;1157634;1180240;1198800;1206662;1223171;1255178;1285650;1310851;1316227;1333064;1349210;1376912;1414957;1434823;1453190;1461817;1477084;1507218;1536903;1555245;1564999;1578112;1596306;1623198;1657718;1680828;1698062;1707187;1724290;1751935;1782277;1800499;1807976;1820775;1838234;1867197;1900683;1922143;1937867;1946514;1963263;1989268;2021085;2025594;2030103;2038272;2055687;2083058;2116245;2139101;2154137;2158946;2179671;2207545;2238801;2247493;2252535;2259022;2276788;2303442;2333894;2353133;2368374;2372174;2390658;2414988;2442742;2454926;2460848;2470670;2486374;2514153;2547673;2568911;2583668;2587232;2603569;2630816;2655194;2671373;2675172;2685419;2704948;2734247;2766590;2786822;2804443;2807721;2825761;2852423;2880520;2892837;2898700;2911765;2928636;2957055;2988263;3007089;3021760;3026867;3044451;3070040;3097391;3116491;3119985;3133762;3148842;3173350;3204891;3224557;3241558;3246895;3267649;3292373;3316899;3336262;3339907;3352004;3370153;3397639;3432170;3452540;3471599;3474193;3495972;3521856;3552014;3567479;3574247;3588453;3608003;3635000;3665420;3685538;3702005;3710209;3731540;3756149;3785125;3804838;3807086;3823755;3841228;3870680;3903784;3923430;3941144;3944073;3963613;3991373;4022810;4043366;4048669;4058708;4079428;4111227;4145912;4168317;4189398;4195739;4216516;4242488;4274598;4293076;4297048;4311223;4332454;4362215;4395733;4419708;4439369;4450016;4473219
IL;Thaur;227;479;957;1517;2876;4047;5707;7546;9540;10920;11374;12407;12799;13061;13563;14422;15614;16748;17929;19238;20731;21794;22428;23194;23537;23895;24375;25067;26228;27910;29467;31683;33882;35711;36449;37674;38437;40166;41245;42027;43104;45273;46944;49176;51713;53658;54339;55412;56258;57227;58165;58974;61174;63282;65398;67661;70381;71874;72806;73937;74948;76233;77461;78679;80392;82362;84090;86376;89094;90991;92102;93385;94272;95402;96918;98423;99807;102244;103504;105527;107943;109088;110239;112507;113546;114836;116370;117517;119027;121182;122768;124778;127052;128239;129403;131359;132226;132833;133481;134381;135647;137609;139150;141091;143424;144430;145209;146491;147155;147871;148638;149449;150483;151953;153129;154690;156555;157747;158960;160762;161840;163052;164138;165457;167182;169209;171314;174062;176116;177269;178276;179822;181289;182542;183992;184982;186290;187671;189384;191792;194387;195767;196923;198516;200018;201674;203147;204148;205449;207208;208304;210054;212307;213217;214176;215658;216551;217954;219020;219846;221310;222812;224439;226775;228928;229858;230680;231889;232709;233554;234616;235240;236268;237181;238382;239820;241461;242712;243815;245549;247809;250471;251575;253167;254837;256949;260096;263416;265962;267975;269845;272896;274579;276390;278406;279449;281080;283535;285995;288893;290986;292545;293718;295379;296503;298043;299947;301391;302801;304270;306180;307979;310595;312355;313662;314761;316321;317680;318850;320241;321526;323121;325118;327086;328978;330560;331900;333346
IL;Trins;9995;21240;28605;30797;33336;39357;50276;62468;71090;74130;74439;80478;88933;102324;108032;110218;113060;118444;129063;141738;149139;152170;152286;157770;165744;178419;185001;187016;189995;195451;206862;219720;227826;230195;230346;236282;243960;255240;262206;264517;267632;274141;282922;294786;302073;304572;304853;310115;317531;330270;335159;337404;339962;344706;353605;363685;370308;373252;373623;378098;387880;398942;407471;409239;412279;416826;425963;436386;443117;445608;445906;449855;457984;469156;474903;476809;479598;484146;491069;499342;504486;506668;506894;510456;516248;526144;530300;532095;534280;538359;545448;553208;560111;562932;563198;567128;572520;580949;586836;588105;590090;593687;600727;608635;614758;617518;617790;622783;628239;638022;640909;642557;644495;647422;654623;661925;668042;670284;670420;674293;679372;687270;690263;691526;693212;695961;703226;711099;716315;717816;718012;721117;726588;732415;735866;737005;738532;742320;750106;758133;762903;764683;765490;768840;772894;779743;782354;783705;785530;789585;797726;806350;811416;812904;813112;816743;820559;828377;831531;832274;833807;836884;843006;849779;854049;855532;855684;858819;861968;867353;871263;872609;874083;876737;882465;889235;893127;894983;895083;897761;900952;906952;909752;911256;912522;914988;920580;926378;930273;931641;931932;934072;937096;942611;945994;947271;948561;951137;956072;961917;965440;967240;967739;969917;973133;978136;981618;983384;984672;987113;992328;997831;1001791;1003061;1004093;1006598;1009463;1015975;1020285;1021607;1023770;1026642;1031800;1037139;1041385;1043554;1044074;1046525
IL;Tulfes;6354;17413;24673;25904;27127;31145;39960;46824;50529;51952;52383;57146;64691;76967;83877;87326;90439;94255;100647;107748;110569;111801;112453;116912;124711;137092;142995;144592;146470;150293;159047;167618;170567;172075;172896;176761;183603;194861;202070;204385;206600;211043;219156;228751;232339;233618;234129;238559;245974;258752;266127;267645;269926;274158;281742;290773;294029;295719;296498;300392;309150;322591;330120;331800;334393;338955;345150;352164;355362;357813;358860;361956;369001;380479;388536;390991;393690;398437;404385;410862;414350;416664;417810;421801;427477;437558;446562;449983;453499;458669;466005;473387;477929;481110;483606;487774;496300;507391;520264;523114;526114;532359;540256;547618;552242;556483;557591;562552;568764;577492;582659;585188;586850;592101;599830;607514;610442;612045;612598;616071;622282;632138;635301;636756;638894;642041;648199;652398;654891;656362;656659;658903;663297;671020;676369;678190;679723;684425;691862;698792;701867;703247;703938;706677;713476;722350;730769;732343;734221;738670;744260;751325;755008;756818;758065;761522;767458;775590;781437;782937;786699;792052;799560;806636;809645;811118;812159;815683;821936;830290;837253;839059;840324;845162;851360;857946;861475;863599;864836;867993;873517;882757;888532;890731;893441;898027;905182;911736;914885;916682;917778;921249;926944;935930;942030;943591;946678;949999;956420;962801;966760;968543;969574;972558;977072;984940;989601;992030;993863;999362;1005373;1012058;1015151;1017081;1018297;1021102;1024784;1033165;1038060;1040174;1043381;1048042;1055945;1063946;1068019;1069832;1070857;1073629
IL;Unterperfuss;122;452;604;858;938;1091;1786;2404;2497;2553;2642;2817;2849;3058;3148;3326;3489;3731;4245;4878;5295;5501;5531;5733;5830;5932;6187;6362;6670;7092;8030;8938;9158;9373;9482;9636;9715;9805;10042;10249;10319;10555;11182;11914;12143;12238;12366;12535;12640;12737;12843;13175;13528;14044;14843;15902;16517;16855;17188;17490;17629;17748;18000;18319;18659;18912;19855;20853;21255;21577;21776;21980;22161;22364;22495;22701;22985;23362;24210;24901;25393;25813;26215;26521;26596;26751;26870;27015;27390;27793;28491;28951;29245;29616;30021;30338;30407;30565;30731;30943;31277;31789;32302;32679;33079;33471;33760;34114;34223;34347;34571;34794;35113;35482;36160;36943;37278;37608;38059;38271;38384;38603;38724;38925;39212;39460;39938;40474;40762;41054;41333;41453;41540;41777;42011;42362;42712;43078;43597;44096;44437;44698;45047;45156;45257;45315;45419;45654;45872;46179;46717;47324;47590;47846;48139;48312;48377;48578;48867;49114;49340;49696;50107;50508;50808;51186;51388;51546;51612;51704;51857;52050;52328;52623;52979;53326;53507;53775;53993;54139;54217;54320;54470;54743;54999;55216;55576;55923;56172;56372;56645;56864;57009;57246;57489;57780;57991;58336;58736;59173;59500;59781;60105;60390;60561;60740;60965;61216;61510;61812;62116;62565;62871;63096;63391;63618;63630;63742;63850;64084;64388;64755;65542;66069;66443;66664;66947;67064
IL;Vals;862;1654;2336;2700;2981;3752;6490;8547;9306;9786;9816;10862;11653;12584;12760;13086;13246;13939;16304;18535;19478;20018;20293;21893;22700;23896;24391;24514;24944;25704;27878;30237;30869;30926;30977;32187;32995;33999;34957;35314;35514;36199;38637;40940;41459;41517;41525;42576;43515;45138;45778;46088;46246;46864;48874;50740;51975;52706;53263;54324;55958;57557;58441;58872;59551;60495;63099;65790;67387;68034;68494;69296;70167;71181;71827;72118;72220;72625;75328;77019;77749;77870;77941;78557;79121;80318;80482;80605;80706;81097;82447;83772;84181;84593;84632;85402;86228;87513;87696;87723;87913;88411;90094;91360;91628;91810;91843;92569;93640;94756;94944;95093;95222;95590;97266;98396;98794;98922;98989;99570;100578;101643;101824;101968;102061;102453;103854;104827;105161;105202;105229;105737;106355;106746;107488;107991;108507;109323;111164;112912;113536;113903;114541;115316;116182;117933;118446;118679;119052;119748;120904;122401;123080;123341;123368;124012;124489;125834;126314;126340;126459;126720;128084;129439;129700;129806;129819;130535;131071;131725;132483;132670;132763;133381;134392;135528;136194;136424;136428;137303;137837;139078;139550;139646;139955;140533;141928;144045;145030;145162;145190;145743;146442;147435;147948;148019;148256;148661;150211;152377;153358;153483;153569;153953;154561;155345;156046;156204;156488;157261;159041;161332;162062;162291;162341;162966;163639;165143;166286;166560;167059;167766;169911;172454;173516;173790;173811;174520
IL;Volders;353;774;1059;1359;3030;6255;16229;23745;25280;25603;25704;26325;26611;27128;27388;27642;29416;31805;43002;51632;52883;53206;53410;54046;54394;54676;54931;55368;56903;60177;72756;81338;82856;83125;83420;83939;84454;85102;85526;85959;87762;91168;103502;112629;114069;114393;114586;114994;115369;115951;116360;116767;118107;120589;136847;143746;145259;145831;146332;147022;147581;148416;148964;149640;151833;155062;165366;173518;175342;176495;177185;177660;178042;178635;178991;179531;181024;183211;192650;197657;199239;200126;200776;201701;202042;202764;203362;204085;205923;208024;217921;224221;225269;225964;226754;227407;227909;228607;229075;229423;231001;233643;241885;247357;248609;249103;249567;250435;250905;251663;252222;252606;253929;256106;264583;271552;272836;273712;273989;274548;274978;275485;275924;276428;277955;279478;286306;291081;291958;292375;292971;293316;293663;293961;294348;294547;295532;297710;303702;308608;309525;309975;310473;310950;311738;312615;313573;314052;315125;317749;324501;330133;331329;331869;332301;332990;333604;334131;334711;335207;336219;337874;345438;350580;351429;352062;352623;353651;354309;354700;355208;355224;356149;358504;364335;368941;369886;370255;370460;371073;371758;372861;373484;373872;374980;377386;387228;394751;396140;396476;396931;397891;398283;398956;399307;399528;401293;403333;412147;422593;425523;425946;426456;427186;427790;428633;429239;429756;431163;434270;442948;452278;453768;454542;455293;456433;457162;458663;459506;459869;461327;463616;472091;481646;484008;484690;485171;485921
