bezirk;city;01.01.2000;01.02.2000;01.03.2000;01.04.2000;01.05.2000;01.06.2000;01.07.2000;01.08.2000;01.09.2000;01.10.2000;01.11.2000;01.12.2000;01.01.2001;01.02.2001;01.03.2001;01.04.2001;01.05.2001;01.06.2001;01.07.2001;01.08.2001;01.09.2001;01.10.2001;01.11.2001;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018
LA;Prutz;7293;13454;21611;24250;25654;29954;38055;46301;50235;51500;51606;57258;65705;73710;79839;81823;84765;90150;100466;111373;114386;115814;116046;120481;124107;133362;140920;142004;144915;149643;160306;169714;172741;174454;174557;180482;189235;197641;205968;208625;212354;220403;233558;246743;252603;253989;254471;259275;264823;274558;280462;283391;287699;294748;303952;315563;320881;323181;323397;326931;334695;344770;353930;354514;358086;364761;375998;385803;389878;391962;392266;395753;401922;410157;416981;419193;421283;427188;435337;442225;446806;448208;448276;452283;458805;467573;473379;476609;480218;486087;495862;504913;509207;510787;510865;515479;521618;531855;540557;540815;543873;548421;557769;565901;569654;571575;571664;576681;583227;592399;597508;599814;602243;606472;614503;624255;628166;629667;629722;634781;641277;650210;656546;658296;660451;664774;674766;683187;687140;688798;689031;692972;699994;707349;714780;716278;718533;725691;737455;749828;755190;756546;756696;759973;767072;775856;781934;784762;787890;793812;807075;819845;824508;826178;826329;830500;838099;846593;854366;855513;858455;862932;874569;887168;891067;892728;892858;896925;902607;908742;914788;916479;918440;925395;935272;947732;951290;953036;953260;957274;962732;969722;975336;977384;980350;985855;998178;1010995;1016136;1017128;1017393;1020658;1026142;1033425;1041165;1042049;1045398;1048917;1061492;1076015;1080793;1082706;1082963;1085646;1091908;1098955;1105015;1107554;1110370;1117459;1131133;1145921;1150407;1152473;1152730;1156167;1163470;1171872;1179597;1181674;1186707;1192373;1206507;1221242;1226272;1228934;1229543;1233687
LA;Ried im Oberinntal;20896;43641;66092;71711;75653;89029;113270;135540;148132;153782;154034;165191;187406;212125;235409;245808;250859;265395;290860;314548;327163;333249;333456;344933;366533;395138;420965;427136;435658;450779;476365;502610;516246;522628;522893;535701;557224;582267;606062;613641;621461;641909;681356;711462;728427;735705;735781;749702;772886;803885;827489;839151;845435;861204;889349;921314;935871;944553;944825;954793;982148;1013622;1045897;1049291;1056363;1069427;1094942;1124795;1138087;1146195;1146264;1157461;1181433;1210792;1235159;1245541;1249788;1267031;1296876;1327255;1342408;1349860;1350040;1362434;1387532;1417000;1440915;1452042;1457806;1477079;1510255;1542411;1558990;1569161;1569426;1584203;1615146;1651280;1687054;1690743;1697554;1715452;1749065;1780942;1799441;1811032;1811332;1828945;1861253;1896662;1920721;1936418;1942437;1961848;1993450;2029156;2047914;2058875;2058955;2075316;2105166;2140030;2168770;2179057;2185045;2196696;2228946;2263511;2279893;2292726;2292867;2307981;2339256;2371346;2400544;2405125;2407689;2427179;2459616;2492858;2509052;2523401;2523649;2537309;2569127;2605059;2630358;2640496;2645471;2659672;2690293;2723413;2739777;2752046;2752354;2767528;2800480;2836091;2869767;2873901;2879160;2892064;2922037;2956133;2972874;2983004;2983146;2999166;3029704;3060060;3087373;3093328;3097250;3117022;3145754;3180870;3199013;3210722;3210972;3227785;3257866;3292675;3318986;3327647;3332233;3345920;3375431;3410047;3427594;3437255;3437624;3452287;3482944;3518680;3552234;3553892;3557579;3571224;3601190;3637270;3653047;3663509;3664246;3676508;3704919;3736460;3762420;3770775;3772983;3794899;3826674;3864096;3882756;3894687;3895265;3909557;3942284;3976905;4009418;4014962;4026306;4041918;4073013;4107067;4124815;4136560;4137000;4151642
LA;Schönwies;367;960;1391;1649;1735;2207;2985;3597;3886;4102;4140;4589;4963;5740;6210;6418;6530;6865;7523;8096;8356;8510;8511;9003;9475;10303;10741;10973;11528;11943;12764;13311;13843;14306;14463;14903;15310;15853;16580;16807;16977;17402;17954;18411;18702;18782;18865;19015;19536;20425;20900;21147;21461;21747;22507;23114;23525;23627;23753;23922;24093;25040;25656;25756;26017;26321;26554;26981;27193;27355;27415;27543;28217;28797;29296;29533;29670;29927;30441;30950;31319;31378;31378;31488;31868;32309;32592;32761;33038;33133;33460;33851;34086;34161;34161;34208;34597;35300;35568;35568;35747;35932;36184;36526;36774;36901;36936;37085;37297;37583;37793;37822;37851;38022;38341;38673;38860;38939;38939;39037;39279;39706;39826;39910;40029;40258;40618;41085;41286;41418;41509;41612;41988;42330;42562;42736;42925;43252;43490;43914;43978;44056;44110;44231;44467;44721;44835;44953;45133;45386;45798;46132;46317;46377;46466;46643;46764;47019;47172;47275;47369;47611;47978;48342;48619;48910;49086;49274;49440;49797;50076;50246;50413;50594;50912;51157;51439;51616;51725;51861;52005;52407;52668;52764;52812;52950;53120;53253;53267;53267;53275;53358;53475;53709;53895;53909;53969;54102;54222;54454;54548;54567;54582;54682;54809;55124;55375;55474;55479;55586;55777;55997;56115;56147;56165;56258;56434;56721;56871;56889;56933;56991;57166;57405;57485;57513;57525;57598
LA;See;26351;54358;83032;96758;99774;108991;131298;155004;165601;167896;167941;183335;209090;239703;263623;277211;278855;285079;306954;327705;335918;340070;340177;355326;379279;414163;447377;454868;457360;463566;481007;500537;510143;514169;514817;532019;559061;590594;621671;636292;637498;645535;662874;685996;696156;699723;700007;716516;743110;778193;805942;820878;822516;829625;845653;865592;876024;877198;877457;889884;918570;953847;988310;993122;994519;999914;1015072;1030670;1034188;1035033;1035574;1048228;1075472;1108206;1135956;1150136;1151205;1157265;1172225;1190859;1202045;1204367;1204637;1217926;1247345;1283329;1310784;1323861;1324884;1332429;1347299;1365060;1376586;1378474;1378693;1394619;1425942;1467744;1508811;1513057;1514385;1521016;1538290;1555828;1565516;1567538;1568306;1588307;1620205;1659520;1683034;1698593;1701149;1710169;1727988;1746754;1757707;1759715;1760170;1777119;1805156;1839987;1866003;1875701;1877138;1882307;1894707;1910328;1917580;1918151;1918596;1933660;1964395;1995267;2023945;2030900;2031337;2037042;2050566;2068784;2077593;2078811;2079547;2093582;2124036;2159434;2184338;2195959;2197004;2201722;2216052;2234565;2242442;2243341;2243759;2259952;2288068;2324350;2355982;2361855;2363178;2368534;2387191;2410667;2419307;2420349;2421407;2438243;2466324;2497603;2526328;2535097;2538018;2544203;2561037;2584534;2592676;2593236;2594447;2614341;2642391;2679453;2706850;2717230;2718476;2725910;2742629;2763780;2772587;2773015;2774116;2791538;2821431;2859971;2895095;2899880;2900747;2907275;2930870;2959402;2970382;2971234;2972368;2988505;3019510;3058991;3089736;3104646;3105098;3113010;3136329;3166563;3177576;3178507;3179909;3198450;3233272;3274968;3313129;3325660;3326753;3332984;3360005;3389823;3403038;3404102;3405959;3425652
LA;Serfaus;144303;294778;446786;502659;503974;527080;591446;659463;695983;711910;712096;779031;941168;1095463;1251376;1328660;1329659;1349602;1416151;1489501;1521797;1535667;1536332;1610037;1757834;1918196;2089600;2134132;2136130;2158497;2223088;2299252;2333853;2351965;2352645;2438711;2599276;2760261;2920488;2997099;2998096;3028797;3092232;3178083;3216645;3237248;3237526;3325672;3477960;3647757;3804304;3885347;3889024;3915595;3985391;4069842;4111504;4131238;4133059;4205905;4362843;4533944;4723929;4761098;4765307;4789752;4861685;4947317;4984316;5006913;5008292;5082963;5233733;5403510;5561378;5641181;5643256;5670709;5746526;5829751;5874131;5899177;5906864;5986368;6150827;6324131;6488539;6560213;6562449;6592377;6682977;6780675;6829834;6858148;6859662;6950800;7120006;7309878;7503568;7519773;7521019;7549536;7646464;7746837;7790127;7815939;7817188;7928547;8106945;8294078;8445943;8533329;8536574;8565262;8660355;8771470;8819194;8846275;8847072;8964687;9135408;9320879;9503530;9561802;9564503;9595018;9698978;9816300;9868268;9898362;9899779;10014391;10193365;10374105;10547003;10586053;10586492;10626062;10733040;10860252;10915411;10952222;10953506;11052767;11239174;11442746;11611370;11683373;11685307;11720218;11834709;11962353;12020920;12059110;12060016;12170725;12369036;12575462;12782064;12812237;12814426;12848388;12967070;13095843;13157480;13193964;13194494;13317694;13507060;13698262;13874448;13927550;13928122;13967640;14081146;14218197;14280478;14315082;14315892;14426378;14607920;14817259;14990115;15044246;15044790;15077580;15207870;15345355;15413748;15449937;15450238;15561842;15746705;15969167;16188238;16211384;16211754;16246904;16385010;16541816;16601445;16650701;16650935;16743077;16924737;17134738;17321237;17401128;17401329;17438219;17585025;17740400;17803735;17847957;17848216;17954430;18155829;18368349;18580785;18626457;18626893;18661520;18812698;18960398;19026220;19071808;19072080;19184895
LA;Spiss;3374;7086;11476;14838;14978;15872;17466;19584;20786;20971;21106;23439;26903;31014;35295;38914;39099;39683;41445;43750;44581;44631;44635;46979;50716;55264;59806;62136;62612;63232;64729;66555;67208;67555;67670;70212;74673;78439;83782;87009;87417;88279;89917;91753;92559;92692;92901;95377;98956;103679;107678;111417;111714;112789;113895;116220;117030;117108;117180;119212;123211;127329;131965;133728;133897;134506;135784;137839;138761;138786;138808;140445;143955;147387;151297;154911;154932;155413;156797;158720;159718;159858;159858;161348;164476;168584;172636;174869;174924;175542;176767;178595;179129;179165;179165;181024;183990;188031;192217;193231;193339;193644;194442;195600;196205;196247;196279;198640;202217;206276;209862;212348;212439;212909;214424;215768;216455;216588;216599;218823;222171;227007;231587;233485;233533;234103;235894;237589;238499;238738;238742;241005;245376;249485;254079;256467;256475;257183;259243;261474;262340;262801;262803;264791;268591;272979;277047;279517;279595;280218;282084;284553;285818;286131;286134;288596;292351;297025;302163;303794;303826;304832;307318;309934;311245;311553;311561;313978;317734;322064;326474;328785;329176;330250;332236;334918;336066;336648;336662;339312;342843;347833;352341;354465;354670;356009;358308;361519;362863;363250;363275;365967;369909;375558;381138;382865;382950;384174;387170;390477;391715;392290;392336;395063;399320;404249;409139;412264;412522;413855;416995;420014;421138;421457;421538;424059;427939;433199;438173;440745;440818;441349;443101;444995;445565;445723;445764;447965
LA;Stanz bei Landeck;91;202;312;348;358;558;732;895;942;956;956;1028;1135;1234;1333;1396;1471;1595;1720;1932;2023;2082;2090;2203;2278;2487;2627;2645;2693;2755;2923;3050;3130;3138;3138;3266;3341;3487;3629;3661;3701;3731;3918;4064;4104;4106;4108;4213;4290;4437;4527;4555;4555;4555;4646;4716;4788;4810;4810;4874;4925;5069;5224;5233;5269;5281;5413;5545;5581;5662;5674;5716;5775;5911;6005;6059;6071;6075;6227;6390;6438;6485;6560;6598;6681;6834;6940;6981;7003;7004;7048;7109;7161;7163;7163;7198;7213;7294;7388;7417;7427;7435;7515;7540;7598;7628;7628;7660;7726;7796;7835;7920;7926;7930;7982;8021;8031;8051;8051;8087;8133;8200;8224;8313;8315;8328;8408;8494;8510;8510;8526;8558;8616;8624;8640;8724;8724;8724;8724;8772;8813;8813;8813;8839;8897;8946;8976;9047;9047;9047;9057;9078;9095;9097;9097;9108;9112;9131;9141;9206;9208;9210;9225;9245;9270;9270;9270;9308;9336;9336;9370;9444;9454;9454;9465;9510;9517;9539;9539;9575;9583;9625;9651;9729;9729;9730;9754;9827;9827;9827;9827;9840;9849;9894;9938;9966;9966;9979;9979;10029;10029;10029;10029;10069;10089;10123;10145;10200;10200;10200;10201;10265;10265;10265;10265;10319;10346;10399;10420;10482;10486;10486;10499;10558;10559;10563;10563;10603
LA;Strengen;1140;2329;4201;4782;4972;5160;5731;6437;6694;7216;7221;8029;8956;10561;11616;12094;12254;12512;12798;13306;13490;13663;13734;14215;15147;16676;18131;18347;18663;18722;18848;19351;19503;19636;19682;20418;21551;23403;24788;25241;25973;26120;26445;26803;26959;27000;27035;27809;29055;31202;32594;33114;33349;33432;33766;34285;34687;34695;34726;35268;36788;38344;39971;40062;40204;40263;40583;41573;41649;41775;41912;42496;43913;45575;46938;47273;47355;47686;48438;50130;51147;51918;51950;53276;54919;57892;59885;61187;62074;63035;64520;66259;66910;68161;68223;69507;71418;74544;77598;78146;78417;78798;80405;81736;82294;82868;82874;84176;86296;89120;90306;90792;90973;91977;93691;95319;95737;96232;96267;98060;99909;103272;105035;105635;105953;106279;106839;107129;107507;107549;107549;108377;110042;111926;114221;114329;114348;114532;115010;115401;116153;116289;116319;117559;119481;122657;124489;125434;126667;127161;127833;128283;129047;129198;129227;130816;132938;136507;138831;139459;139687;140512;141484;142320;143043;143350;143530;145595;147791;150622;153219;154227;154930;155736;156832;157587;157802;157908;157913;159215;161581;165084;167015;167616;167685;167915;168860;170387;170711;170856;170955;172329;174588;178376;181250;181674;182116;182412;183743;185426;186527;187604;188425;189722;192391;195974;198515;199952;200772;201719;203181;204809;205424;205905;206219;207544;210041;213710;216386;217161;217856;218789;220329;222024;222772;223341;223850;225297
LA;Tobadill;909;2089;3218;3635;3850;4575;6478;8270;9172;9368;9376;10614;11819;13762;14771;15534;15867;16245;17728;19546;20424;20667;20681;22058;23003;25428;27160;27723;28035;28614;30504;32132;32970;33116;33116;34406;35608;37425;39558;40295;40475;41151;42512;44152;44804;44970;45037;46494;47722;50545;52206;52869;53225;53928;55717;57748;58570;58803;58907;60136;62400;65286;68033;68402;68778;69588;71255;73227;73892;74148;74561;76120;78376;81719;83744;85066;85568;86652;88483;90273;91156;91365;91556;93169;95463;99040;100897;101919;102468;103210;105449;107145;108188;108270;108406;110143;112260;116399;119719;120154;120860;122102;124326;127039;128422;128652;128930;131094;133340;136988;138526;139429;140111;141354;143852;146109;147383;147568;147568;149463;151644;155554;157286;158247;158949;160058;162569;165038;165802;165939;165992;167434;169722;172487;174793;175247;175633;176635;178903;181308;181886;182061;182123;183857;186870;191176;193312;194146;194543;195357;197878;200250;200939;201152;201192;202810;205378;209409;212307;212718;213043;213825;215967;218121;218803;218969;219069;220830;223354;226230;228480;229161;229521;230388;232062;234463;235212;235673;235994;237754;239881;243301;245233;245925;246419;247115;248873;251371;252294;252585;252659;254317;256710;260890;263896;264185;264594;265351;267847;270322;271033;271304;271692;273070;275766;279512;282289;283460;283870;284709;287076;289376;290307;290671;290894;292399;295242;298778;301680;302446;302915;303697;306314;308169;308743;309191;309409;311237
LA;Tösens;1410;2759;4257;5053;5182;6010;8082;10219;10890;11144;11273;12602;14248;16331;17833;18694;19106;20381;21814;23515;24291;24539;24600;25768;27042;29466;31703;32239;33125;34096;35925;37802;38633;39130;39299;40763;42897;45249;47912;49063;49409;51376;52796;55290;56024;56392;56402;57811;59614;62669;64453;65191;65575;66761;68304;70301;71151;71424;71446;72536;74539;77223;79907;80099;80852;81478;83383;85737;86458;86697;86725;87656;89719;92165;94033;94584;94936;95874;97145;98438;99057;99271;99327;100433;102380;104985;106193;106567;107094;107887;109358;110637;111147;111365;111400;112780;114182;117230;119437;119525;119910;120477;121860;123173;123837;124156;124156;125506;127693;130651;131758;132601;133064;133682;134998;136705;137463;137663;137696;139390;141581;144881;146765;147425;147924;148602;150213;151706;152451;152754;152887;154501;157099;159751;162313;162624;163105;164252;166515;168301;169074;169221;169270;170896;173502;177230;179499;180540;181140;182266;183636;185650;186304;186365;186371;188305;190618;195014;198087;198475;198957;199627;201456;203498;204134;204343;204347;206111;209035;212285;215286;215589;215987;216962;218648;220990;221697;221902;221933;223829;226564;230293;232391;233139;233485;234393;235921;237998;238948;239398;239611;241484;244089;247987;251103;251325;251715;252282;253544;255014;255574;255718;255759;256649;258498;261678;263677;264188;264416;265026;266334;267951;268408;268513;268516;269644;271772;275475;278188;278529;278883;279255;280476;281903;282508;282718;282718;284172
LA;Zams;10288;19248;28785;32329;33831;42037;51038;59696;65963;69626;70544;75741;85689;97850;105709;108778;111387;116151;123841;131982;136816;139693;140874;145850;154083;164059;172731;174095;177058;181710;189941;198052;202882;205210;205973;211579;221164;231140;240488;243664;245969;252304;259885;269505;274888;279023;279688;284686;293884;306120;313864;317615;319675;324883;331477;339887;345288;349647;350231;353705;362964;374542;383966;384867;389194;393708;401098;410738;416004;420036;420380;423764;432394;443310;451587;454967;457482;463632;471338;478879;484338;486815;487125;490962;498682;508283;514862;517401;519808;524245;534777;545595;554157;556863;557250;561426;569893;581868;590910;592370;595795;600871;612733;627006;634772;637372;638172;643557;653279;663538;669719;672883;674767;680102;691249;706061;713322;715567;716601;721212;730249;740736;747011;749504;752400;758007;769185;783433;791282;792497;793562;797806;806882;814951;823479;824452;826763;832600;843467;858100;866616;868145;868750;872995;882779;893181;900382;902718;905461;911477;923286;937906;946537;948067;948846;954382;964404;976956;986447;987386;989268;994295;1008559;1023981;1033259;1035446;1036265;1042245;1052721;1064372;1075163;1076208;1078821;1087918;1101310;1119689;1129768;1131923;1132827;1138749;1148248;1161152;1169681;1172218;1174733;1182249;1198107;1215876;1227162;1229054;1230401;1235726;1244710;1256730;1266753;1268260;1271459;1278629;1296536;1315332;1327367;1329991;1331484;1336590;1345740;1357156;1365656;1368383;1370591;1379691;1396686;1415098;1425386;1430486;1432878;1437875;1447196;1458582;1468115;1470174;1472054;1481235;1499644;1518154;1530764;1533675;1535520;1541232
LZ;Abfaltersbach;381;760;898;987;1118;1490;2322;3401;4033;4148;4168;4462;4821;5151;5255;5375;5539;5835;6584;7819;8310;8393;8413;8687;8948;9506;9708;9711;9871;10122;10784;11831;12175;12271;12297;12603;12831;13340;13547;13622;13694;13985;14528;15918;16313;16351;16393;16778;17029;17618;17760;17935;18073;18265;18879;20215;20509;20512;20532;20786;21017;21290;21397;21571;21654;21828;22433;23414;23644;23681;23681;23861;24102;24354;24448;24453;24702;24948;25493;26313;26578;26624;26790;26968;27102;27322;27406;27487;27573;27859;28351;29151;29470;29549;29639;29839;30104;30364;30559;30593;30609;30728;31098;31848;32095;32141;32177;32300;32454;32862;33226;33439;33618;33847;34312;34991;35274;35294;35395;35619;35874;36246;36381;36462;36511;36727;37099;37763;37921;37930;37976;38175;38372;38679;38865;38959;39002;39239;39609;40409;40618;40657;40882;41108;41390;41786;41834;41896;41930;42155;42545;43406;43678;43753;43760;44010;44218;44712;44901;44986;45028;45182;45432;46131;46257;46317;46328;46663;46996;47442;47813;48085;48131;48317;48839;49552;49641;49689;49711;50098;50245;50539;50678;50824;50846;51058;51570;52359;52510;52544;52567;52844;53120;53425;53620;53677;53728;53876;54354;55107;55719;55804;55869;56104;56509;56911;57171;57418;57446;57618;58247;59300;59457;59513;59550;59891;60286;60989;61194;61261;61337;61547;62139;63028;63223;63248;63260;63413
